"gender","age","income","overage","underage","phone","price","lines","bill","churn"
0,49,279400,0,2,"and",800.63,2,56.9,"pos"
0,25,56313,25,36,"and",303.63,1,78.73,"pos"
1,62,231936,0,10,"and",223.78,2,69.05,"pos"
0,26,25583,0,37,"ios",353.1,2,66.26,"neg"
1,60,174498,0,36,"and",825.09,4,121.52,"pos"
1,23,21983,24,9,"ios",776.4,1,78.34,"pos"
0,37,23773,28,41,"and",776.13,2,86.79,"pos"
0,77,74123,23,23,"and",814.06,2,79.09,"neg"
0,64,46416,12,0,"and",223.24,2,57.61,"neg"
0,63,267672,15,22,"and",102.12,2,95.47,"pos"
1,59,78445,0,2,"and",892.98,3,102.73,"neg"
1,26,71467,0,11,"and",411.65,1,41.4,"pos"
1,45,35362,2,16,"ios",577.78,5,135.64,"neg"
0,34,73577,3,24,"and",165.02,1,60.84,"neg"
1,47,145046,0,13,"and",817.35,2,73.84,"neg"
0,29,26598,63,24,"and",477.2,2,85.85,"pos"
0,27,64551,47,16,"and",885.13,2,88.53,"neg"
1,21,72950,62,6,"and",647.9,1,69.69,"pos"
0,48,52910,24,7,"and",232.24,2,61.24,"neg"
0,71,77675,102,22,"ios",571.54,1,93.62,"pos"
0,33,77078,30,29,"ios",589.51,3,72.27,"neg"
0,20,329747,18,23,"and",835.45,4,123.31,"pos"
1,23,90763,40,18,"ios",554.78,3,120.55,"pos"
1,58,15040,55,36,"ios",1043.91,4,141.51,"pos"
1,61,17815,0,0,"and",732.01,2,90.39,"neg"
1,75,53377,40,26,"and",661.89,2,69.48,"pos"
1,36,67450,20,10,"and",333.21,2,82.89,"neg"
0,71,31208,6,23,"and",665.51,2,103.98,"neg"
0,50,107331,64,13,"and",534.5,3,127.88,"pos"
0,57,85294,0,10,"and",657.74,4,119.39,"neg"
0,39,43041,1,13,"and",388.04,5,113.53,"neg"
0,68,82018,2,32,"and",137.51,5,110.79,"neg"
0,36,73473,15,27,"ios",1024.82,2,68,"neg"
0,40,66450,16,0,"and",606.04,1,60.08,"neg"
0,57,97588,59,0,"ios",396.94,3,110.1,"pos"
1,72,132519,18,29,"and",882.02,2,82.64,"pos"
0,25,27872,36,20,"and",891.35,1,63.75,"neg"
0,56,39053,5,4,"and",743.81,2,71.94,"neg"
0,39,95172,0,7,"and",275.39,3,78.55,"pos"
1,72,63814,13,27,"and",499.51,3,82.58,"pos"
0,24,28848,40,24,"and",129.55,2,108.95,"neg"
1,44,21150,44,0,"ios",417.08,5,184.01,"neg"
1,55,34868,16,29,"and",383.76,1,63.58,"pos"
0,72,70336,55,14,"win",348.81,1,70.51,"pos"
0,63,128591,9,36,"ios",856.1,3,86.16,"pos"
1,26,83327,7,20,"and",579.65,1,61.17,"neg"
1,76,28282,81,0,"and",423.63,5,185.42,"pos"
0,47,15510,27,27,"and",475.42,1,66.03,"neg"
0,40,105256,12,21,"and",810.85,3,106.11,"neg"
0,38,50434,42,18,"and",203.53,2,106.16,"pos"
1,61,66461,23,26,"and",594.39,3,104.82,"pos"
1,39,145811,36,34,"and",837.98,5,129.4,"pos"
1,26,232687,12,17,"ios",610.22,5,133.83,"pos"
1,23,100405,4,25,"and",601.14,1,81.43,"pos"
0,62,39471,24,0,"and",701.55,1,61.56,"pos"
0,71,15547,0,0,"and",179.75,1,71.47,"neg"
1,49,66121,18,0,"and",748.6,3,107.58,"neg"
1,78,38852,39,0,"and",174.88,1,57.06,"pos"
0,77,44778,14,9,"and",319.71,1,82.51,"neg"
0,63,96163,8,17,"ios",559.55,2,87.51,"pos"
0,44,142233,48,5,"and",629.53,5,135.56,"neg"
1,55,45655,10,12,"and",753.6,3,96.36,"neg"
1,45,60213,15,30,"and",396.52,2,60.04,"pos"
0,77,126981,5,6,"and",507.22,5,152.73,"neg"
0,78,152816,0,4,"and",786.43,1,59.26,"pos"
1,47,25837,0,28,"and",348.49,1,73.52,"neg"
0,39,120883,34,12,"ios",1035.85,1,63.65,"pos"
1,46,98787,37,20,"and",794.15,2,72.58,"pos"
0,36,73048,26,9,"and",855.45,1,78.63,"pos"
0,32,97435,30,0,"and",309.34,3,106.51,"neg"
0,69,101161,37,0,"and",749.77,3,117.2,"pos"
1,72,52800,69,32,"ios",1005.12,3,136.79,"pos"
1,32,33684,0,5,"ios",836.79,1,63.81,"pos"
0,50,77294,36,10,"and",603.1,2,89.37,"pos"
1,45,24926,47,27,"and",619.67,1,67.16,"pos"
0,36,17716,88,28,"and",394,2,87.44,"pos"
0,60,129556,24,19,"ios",765.32,3,112.29,"pos"
1,37,40205,15,31,"and",804.58,2,59.99,"neg"
1,33,292908,55,15,"and",328.36,1,87.06,"pos"
0,44,43291,64,29,"and",133.63,1,87.84,"pos"
1,72,30490,0,0,"and",167.41,4,85.92,"neg"
0,68,78245,68,11,"ios",513.76,3,136.85,"pos"
1,23,230539,27,13,"ios",763.43,2,81.76,"pos"
0,63,244466,58,13,"ios",755.86,3,104.25,"pos"
0,52,56962,26,0,"and",725.07,3,96.33,"neg"
0,39,51388,32,23,"ios",742.95,1,74.61,"pos"
0,21,89960,6,0,"and",321.71,2,95.96,"neg"
1,56,63449,36,21,"other",67.03,4,134.74,"pos"
0,72,83575,31,9,"and",239.53,2,77,"pos"
0,61,26241,36,2,"win",334.6,1,60.02,"neg"
1,51,107730,31,16,"and",319.53,4,153.73,"pos"
0,38,30829,32,9,"and",868,3,103.35,"neg"
1,74,65490,88,9,"and",839.26,2,105.92,"pos"
0,47,46768,0,31,"and",316.8,2,88.34,"neg"
0,35,169298,33,24,"and",160.55,5,160.19,"pos"
0,25,61097,47,15,"and",694.69,2,73.03,"neg"
0,38,47641,57,14,"and",399.53,3,115.49,"pos"
0,57,284763,44,5,"other",63.33,4,106.46,"pos"
0,20,40724,21,8,"and",475.74,1,74.81,"neg"
0,37,105370,34,14,"and",534.57,4,124.99,"pos"
1,36,143808,21,27,"ios",441.89,2,99.52,"pos"
0,57,22356,29,14,"and",520.03,4,126.64,"neg"
0,35,49378,30,0,"and",823.91,1,61.69,"neg"
1,74,73457,30,11,"and",697.15,1,68.91,"neg"
0,68,61423,4,9,"ios",441.22,4,105.3,"neg"
0,56,35133,47,23,"and",438.34,3,128.92,"pos"
1,32,201741,1,9,"ios",504.8,4,157.27,"neg"
1,76,57816,50,9,"ios",615.5,2,70.22,"neg"
1,69,62923,24,30,"and",704.72,2,65.77,"neg"
0,74,79743,0,11,"and",873.42,1,70.71,"neg"
0,70,277187,0,21,"and",151.95,4,131.29,"pos"
1,34,139984,0,16,"and",439.24,3,100.79,"neg"
0,58,78803,51,0,"and",271.78,2,93.41,"pos"
1,64,95870,38,0,"and",760.1,2,70.54,"pos"
1,23,35241,0,19,"and",819.38,1,59.54,"neg"
0,63,38007,0,20,"ios",602.8,2,106.62,"pos"
1,63,78141,63,22,"ios",377.37,4,120.42,"pos"
0,44,94211,0,9,"and",553.78,1,41.54,"neg"
1,28,66646,21,38,"and",395.11,2,107.89,"pos"
0,21,19415,37,14,"ios",506.04,1,73.3,"pos"
1,78,78505,29,0,"ios",559.41,2,64.28,"pos"
0,57,61250,43,26,"ios",672.94,1,64.18,"pos"
0,46,22944,17,36,"and",321.51,1,75.76,"pos"
1,28,185828,39,0,"and",545.53,3,130.44,"pos"
0,70,48835,49,34,"ios",508.52,4,109.38,"neg"
0,21,69434,40,1,"and",471.74,3,91.32,"pos"
1,46,93078,24,21,"and",151.91,4,127.63,"neg"
0,45,26229,39,41,"and",681.69,1,61.67,"pos"
1,20,89227,0,0,"and",827.03,5,178.48,"neg"
1,22,73756,21,4,"ios",708.28,2,69.71,"neg"
0,35,65265,24,47,"and",868.9,2,80.13,"neg"
1,70,138813,80,6,"and",691.26,4,151.65,"pos"
1,74,65722,3,0,"and",447,4,124.53,"neg"
0,64,29673,42,10,"ios",573.69,4,112.37,"pos"
0,62,31603,0,35,"ios",1035.76,5,131.15,"neg"
0,57,66617,0,16,"and",432.51,1,69.66,"neg"
0,48,53294,28,18,"and",410.91,1,83.34,"neg"
1,27,53361,14,27,"ios",919.59,4,112.52,"pos"
0,28,19643,55,28,"ios",505.71,4,152.13,"pos"
0,44,26792,7,13,"and",355.32,2,90.02,"neg"
1,27,29728,19,16,"and",893.29,3,94.97,"neg"
1,33,108202,36,33,"and",210.26,4,115.56,"pos"
0,49,68066,58,26,"ios",328.16,5,138.55,"neg"
1,73,27240,34,0,"and",836.14,1,84.81,"pos"
0,37,16390,0,23,"and",480.21,1,55.48,"neg"
1,63,53348,51,12,"and",517.64,2,87.79,"pos"
0,23,56522,51,10,"and",803.97,2,95.15,"pos"
1,70,25240,16,27,"ios",564.1,2,86.95,"pos"
1,28,166597,7,7,"and",653.77,4,93.86,"neg"
1,43,16810,0,10,"and",560.03,1,69.83,"neg"
1,41,25698,0,0,"and",167.61,2,80.06,"neg"
1,49,23168,26,21,"and",756.22,2,90.07,"neg"
1,68,202963,46,4,"and",740.98,2,98.43,"pos"
0,57,33086,21,13,"and",526.35,4,103.44,"neg"
1,26,238240,55,0,"and",811.92,3,108.08,"neg"
0,51,22184,46,23,"win",368.02,2,83.79,"pos"
1,45,32450,0,45,"and",119.02,2,92.71,"neg"
1,78,50250,37,22,"and",152.29,2,86.09,"pos"
0,75,47190,8,0,"and",357.99,2,82.58,"neg"
1,32,34341,22,12,"and",852.83,2,67.81,"pos"
1,21,327882,19,29,"ios",1089.67,2,90.9,"pos"
1,30,95612,52,24,"and",515.95,3,128.37,"pos"
0,57,296833,23,33,"ios",480.8,2,76.38,"pos"
1,38,53292,17,38,"and",141.12,2,76.78,"neg"
0,33,71121,30,11,"and",663.1,1,73.06,"pos"
1,77,19613,0,19,"win",342.61,2,93.9,"neg"
1,31,70461,21,27,"and",468.51,3,109.26,"neg"
0,51,19293,23,29,"and",425.65,2,80,"pos"
0,22,135461,44,23,"ios",437.38,3,119.54,"pos"
1,69,23826,25,14,"and",237.08,2,80.68,"pos"
1,29,85704,36,3,"and",129.6,2,88.44,"neg"
1,49,72865,7,15,"and",432.22,1,44.77,"pos"
0,39,20755,0,27,"and",490.34,1,50.64,"neg"
1,56,205653,37,0,"ios",769.26,1,83.83,"pos"
1,45,75743,34,44,"and",547.43,2,100.59,"pos"
0,46,15586,7,13,"ios",984.55,2,56.12,"neg"
0,64,73950,49,9,"ios",393.71,3,98.66,"pos"
0,39,64557,13,20,"and",204.17,4,91.27,"neg"
1,21,42766,56,7,"and",373.07,2,107.65,"neg"
1,76,179439,29,19,"and",738.27,2,75.1,"pos"
0,76,163854,26,0,"and",777.11,2,103.45,"pos"
1,46,81348,17,24,"and",266.65,2,92.47,"pos"
1,72,24654,41,21,"and",748.77,1,59.57,"pos"
0,73,54597,45,4,"and",486.54,2,75.91,"neg"
1,26,24541,66,5,"and",362.06,2,121.1,"pos"
1,69,52536,58,13,"and",185.68,2,114.53,"neg"
1,58,61163,8,13,"and",783.52,2,91.4,"neg"
1,77,38636,46,25,"and",546.07,2,88.05,"pos"
1,68,27193,1,26,"and",221.5,1,66.83,"neg"
0,47,25826,28,46,"other",85.33,1,64.19,"pos"
0,78,35355,6,4,"and",897.02,1,65.81,"neg"
1,58,21268,34,0,"and",466.32,2,94.68,"neg"
0,32,23237,15,0,"and",113.85,2,92.8,"neg"
1,28,178810,36,30,"and",842.68,5,138.19,"pos"
1,43,42288,65,10,"and",303.05,1,93.45,"pos"
1,60,33008,17,15,"and",170.96,3,108.76,"neg"
1,37,78414,15,24,"and",382.72,1,67.01,"pos"
1,25,26851,11,20,"and",716.14,2,87.03,"neg"
0,77,87308,30,17,"ios",911.58,1,77.45,"pos"
1,57,84001,22,20,"and",513.76,1,71.52,"pos"
0,44,21425,53,0,"and",627.58,5,183.33,"neg"
1,56,45552,0,12,"and",369.28,4,98.74,"neg"
0,68,69732,9,39,"ios",1074.65,2,69.55,"pos"
0,27,78565,9,21,"ios",741.42,3,120.37,"neg"
1,24,24322,42,18,"ios",773.2,4,136.95,"pos"
0,76,58846,58,20,"and",763.36,1,85.82,"pos"
0,49,189593,0,17,"ios",390.79,3,86.25,"pos"
1,45,48069,29,17,"and",484.17,2,105.76,"neg"
1,21,28337,25,19,"and",541.79,1,80.51,"neg"
1,73,37636,3,0,"and",433.02,2,56.39,"neg"
1,50,15788,0,45,"and",781.57,2,76.79,"neg"
0,68,80313,14,12,"and",750.45,2,74.27,"pos"
1,72,21979,38,16,"and",243.28,1,71.03,"pos"
0,51,118624,22,19,"and",873.3,3,83.02,"pos"
0,59,48807,54,27,"ios",934.79,2,77.77,"pos"
0,64,39966,3,22,"and",589.98,3,90.87,"neg"
0,52,128538,40,16,"and",349.74,4,154.87,"pos"
0,45,47253,47,27,"and",602.6,2,92.09,"pos"
1,27,20975,19,0,"and",668.86,4,116.08,"neg"
1,40,66551,0,52,"and",603.3,1,63.56,"pos"
1,32,157160,0,21,"ios",744.59,3,117.22,"pos"
1,72,29403,18,31,"and",826.89,4,124.55,"neg"
0,63,19588,3,0,"and",423.82,3,86.63,"neg"
0,71,15030,14,14,"and",828,1,74.03,"neg"
0,27,68934,42,19,"and",623.32,2,110.62,"pos"
1,27,89847,0,13,"and",377.4,2,77.4,"neg"
1,70,306435,12,0,"and",450.02,4,95.95,"pos"
1,56,206072,16,11,"and",402.2,5,139.79,"neg"
1,68,50132,21,15,"and",238.99,3,117.75,"neg"
0,68,21739,30,9,"ios",402.96,4,131.84,"pos"
0,75,339725,14,35,"and",578.75,2,76.79,"pos"
0,77,79216,31,38,"ios",749.57,2,81.16,"pos"
1,73,85870,32,5,"and",848.61,5,132.68,"neg"
0,61,112131,0,13,"and",826.04,3,98.75,"pos"
0,64,22107,86,17,"and",886.28,1,65.49,"pos"
1,47,79640,48,11,"and",398.98,3,114.38,"neg"
1,24,37893,0,20,"and",484.72,1,59.83,"neg"
1,50,37418,48,17,"and",673.32,1,71.97,"pos"
1,74,156577,81,26,"and",157.39,3,133.59,"pos"
1,28,147738,19,28,"ios",803.15,1,65.62,"pos"
0,45,25123,60,11,"win",333.58,1,79.16,"neg"
0,31,326646,64,28,"and",100.74,4,109.81,"pos"
0,74,96390,17,17,"and",152.49,1,71.7,"pos"
1,46,28378,29,0,"ios",630.8,2,83.48,"pos"
0,70,28637,2,16,"and",495.14,4,144.16,"neg"
1,46,285456,52,0,"and",103.52,3,97.11,"pos"
1,51,245801,0,18,"and",230.7,4,138.25,"pos"
0,49,318626,29,8,"and",396.94,1,62.64,"pos"
0,62,126120,48,0,"and",789.17,5,158.59,"pos"
1,23,53483,49,22,"and",302.72,1,70.59,"pos"
0,52,180629,34,0,"ios",340.69,2,85.87,"pos"
1,59,234314,12,0,"and",497.11,5,100.66,"pos"
0,34,56000,49,30,"and",554.24,4,106.57,"pos"
1,54,82593,0,10,"ios",1007.57,2,55.76,"neg"
1,29,202931,0,0,"and",502.6,1,76.46,"pos"
1,62,60417,44,28,"and",607.39,2,113.95,"pos"
0,28,46728,10,1,"and",102.8,2,97.75,"neg"
0,50,19487,0,26,"and",457.57,2,84.04,"neg"
1,66,47183,0,14,"and",413.54,1,72.17,"neg"
1,50,18855,39,3,"ios",628.09,2,89.08,"pos"
0,46,206629,55,17,"ios",930.92,5,166.21,"pos"
1,34,21208,34,12,"win",327.86,3,99.31,"neg"
0,60,74023,31,18,"other",152.73,4,102.03,"neg"
1,45,43831,42,1,"ios",387.76,2,106.58,"pos"
1,23,76136,17,24,"and",670.02,2,84.65,"pos"
1,36,64330,43,9,"and",884.61,3,123.69,"neg"
1,56,65330,48,35,"and",200.67,4,94.32,"pos"
0,49,60410,0,21,"and",862.05,4,110.51,"neg"
0,57,33385,19,49,"ios",440.22,3,78.51,"pos"
1,37,20522,0,18,"and",834.48,1,77.7,"neg"
1,28,88860,42,24,"and",492.42,2,68.31,"pos"
0,40,18278,45,0,"and",165.85,1,63.19,"neg"
0,33,322386,35,2,"ios",847.75,4,115.53,"pos"
0,63,193163,0,24,"and",719.41,3,113.07,"pos"
0,54,50893,11,2,"and",116.68,1,64.15,"neg"
1,50,167500,36,0,"and",428.49,4,132.47,"pos"
0,62,49056,14,2,"and",760.77,2,102.43,"neg"
0,59,69458,0,0,"and",477.5,2,83.61,"neg"
0,64,81725,34,0,"and",338.05,1,54.84,"pos"
1,35,38041,59,15,"and",533.3,2,98.88,"neg"
0,29,88299,0,3,"and",785.15,2,68.07,"neg"
0,71,74404,25,0,"and",336.4,1,65.74,"neg"
1,70,62069,26,3,"and",373.38,2,94.69,"neg"
1,62,92716,54,4,"and",838.27,2,106.83,"pos"
1,26,340289,1,0,"and",446.12,2,67.8,"pos"
1,21,187271,49,0,"and",258.83,2,110.81,"pos"
1,39,38231,10,32,"and",525.49,3,108.73,"neg"
1,24,75666,19,25,"and",523.84,2,113.28,"neg"
0,25,69718,41,3,"and",120.07,4,128.71,"neg"
1,54,82539,0,29,"and",440.25,1,44.66,"neg"
1,64,85567,30,29,"and",160.2,5,146.86,"neg"
1,47,56102,17,18,"and",632.18,2,89.36,"neg"
0,76,57695,56,0,"and",516.32,3,99.1,"neg"
1,39,43669,7,58,"and",191.99,2,68.99,"pos"
1,59,131478,25,10,"and",771.25,3,118.84,"neg"
1,24,105559,0,0,"ios",1072.49,3,109.85,"pos"
0,71,58077,49,17,"and",552.21,2,74.97,"pos"
1,60,26081,42,4,"ios",354.9,2,94.44,"pos"
0,55,22609,26,10,"and",161.85,2,93.28,"pos"
1,52,31220,1,2,"ios",439.53,1,53.47,"neg"
0,51,82537,29,50,"and",117.06,4,153.18,"neg"
0,21,238088,11,17,"and",717.66,2,69.67,"pos"
0,48,63637,0,9,"and",395.77,5,145.5,"neg"
1,29,26885,55,9,"and",681.83,2,85.82,"pos"
1,53,78089,66,18,"ios",569.43,1,93.09,"pos"
1,33,22452,5,22,"and",552.04,4,135.04,"neg"
0,51,105032,0,58,"and",108.83,2,93.66,"pos"
0,49,30876,0,40,"and",341.07,1,55.98,"neg"
0,57,22168,53,35,"and",882.24,2,86.6,"pos"
0,20,66796,0,9,"ios",335.47,2,61.86,"neg"
0,55,285207,27,10,"ios",790.78,3,84.01,"pos"
0,64,318820,9,30,"ios",710.45,2,68.85,"pos"
0,62,58462,43,25,"win",357.52,2,72.57,"pos"
1,72,30212,15,1,"and",605.89,2,62.35,"neg"
1,36,127491,43,30,"ios",930.03,2,79.41,"pos"
0,48,22145,53,23,"and",650.57,1,77.05,"pos"
1,21,53989,0,18,"and",575.42,2,78.24,"neg"
1,22,81275,33,0,"and",180.8,2,66.98,"pos"
1,22,61421,51,6,"and",452.29,2,103.07,"pos"
0,20,40072,57,11,"and",134.61,5,137.06,"neg"
0,64,63031,0,24,"ios",793.71,4,141.16,"neg"
1,25,21719,0,12,"and",403.85,3,102.8,"neg"
0,78,28571,0,54,"and",638.62,1,66.5,"neg"
0,38,205718,18,43,"ios",886.33,2,84.75,"pos"
0,61,103665,19,0,"and",140.4,2,93.65,"pos"
0,21,341303,35,26,"and",277.23,3,113.62,"pos"
1,47,105219,67,14,"and",402.29,5,181.11,"pos"
1,36,65665,54,9,"and",493.28,3,97.31,"neg"
1,47,48393,35,30,"and",731.67,4,103.62,"neg"
0,34,27912,46,2,"and",154.22,1,73.9,"neg"
1,49,132035,20,41,"ios",340.74,5,166.47,"neg"
0,46,141129,0,1,"and",364.37,4,119.3,"neg"
0,64,27242,13,0,"and",148.61,2,86.85,"neg"
1,62,278794,64,25,"ios",306.33,4,162.79,"pos"
1,57,44368,23,39,"ios",507.62,2,82.79,"pos"
1,66,43266,18,19,"other",271.48,1,64.17,"neg"
0,38,120379,55,26,"ios",533.24,4,111.34,"pos"
0,60,31766,25,23,"ios",793.48,1,86.53,"pos"
0,26,141880,7,15,"and",842.83,3,95.02,"neg"
1,56,92841,0,14,"and",382.12,2,90.11,"neg"
1,56,21812,30,16,"and",151.1,1,80.15,"pos"
0,56,38427,3,19,"ios",1042.56,1,71.69,"pos"
0,75,86845,3,20,"and",493.9,2,83.86,"pos"
1,71,39298,9,6,"ios",762.68,2,77.58,"neg"
1,73,39503,53,24,"and",717.92,2,72.82,"pos"
0,28,118777,27,16,"and",842.13,1,57.45,"pos"
1,59,114562,0,0,"and",555.42,1,68.55,"pos"
0,63,156148,28,20,"and",519.7,2,89.56,"pos"
1,61,57591,18,0,"and",652.48,1,73.85,"neg"
1,75,53803,9,27,"and",512.68,4,130.07,"neg"
1,38,55009,21,4,"and",324.32,1,73.75,"neg"
0,23,107626,25,8,"and",118.01,4,111.15,"pos"
1,70,88049,47,0,"other",176.68,1,71.21,"pos"
0,35,20686,3,22,"ios",671.29,1,59.21,"neg"
1,43,39608,24,28,"and",783.9,4,129.44,"neg"
1,29,21869,23,20,"and",445.98,3,118.26,"neg"
1,30,292305,0,25,"and",795.16,3,97.78,"pos"
0,73,93936,30,7,"ios",682.72,5,115.07,"neg"
0,41,298372,31,25,"and",595.1,2,75.62,"pos"
0,60,62882,20,22,"ios",733.67,1,61.2,"pos"
1,34,45315,48,12,"and",794.86,2,84.37,"neg"
1,45,135023,15,7,"win",351.8,4,119.25,"neg"
1,40,136545,20,12,"and",513.48,4,125.86,"neg"
1,62,47093,31,8,"and",674.14,3,110.8,"neg"
1,32,26037,49,6,"and",262.2,2,90.28,"pos"
0,47,16571,6,8,"and",122.92,2,82.53,"neg"
0,64,62297,17,0,"and",574.59,1,63,"neg"
1,33,29738,0,28,"and",408.93,2,72.5,"neg"
0,24,18969,43,13,"and",278.7,1,69.04,"neg"
0,51,42137,20,10,"and",356.86,1,73.11,"neg"
1,35,17525,1,11,"and",211.93,3,105.73,"neg"
1,60,126848,3,19,"ios",312.39,3,89.36,"pos"
1,63,15507,0,27,"ios",748.75,2,69.27,"neg"
1,35,41267,0,38,"ios",703.26,1,75.81,"pos"
1,46,46196,36,29,"and",859.21,2,88.5,"neg"
1,38,266182,22,18,"ios",1077.25,1,72.23,"pos"
1,74,23022,23,19,"and",356.71,2,71.93,"pos"
0,74,85292,10,7,"and",240.27,2,84.56,"neg"
1,69,20773,5,33,"and",378.01,2,64.58,"neg"
0,70,78431,1,23,"and",408.44,3,86.29,"pos"
0,24,18656,41,12,"and",615.31,2,66.97,"neg"
0,69,88032,18,35,"and",749.11,2,91.32,"pos"
1,74,138756,48,14,"ios",937.69,5,184.09,"pos"
1,47,25144,48,0,"and",303.39,4,143.59,"neg"
1,63,135010,31,0,"and",729.03,3,83.89,"pos"
1,30,89832,61,20,"and",136.72,2,94.15,"pos"
0,32,39367,25,3,"ios",494.99,3,115.19,"neg"
1,60,143395,49,34,"and",303.98,1,79.24,"pos"
0,46,24699,55,6,"and",593.89,4,119.84,"neg"
0,56,281283,15,16,"and",655.04,3,119.27,"pos"
1,40,33135,37,26,"and",517.78,2,95.44,"neg"
0,51,40935,25,36,"and",746.83,3,108,"neg"
1,47,65106,42,0,"and",808.51,2,66.8,"pos"
0,61,66686,31,0,"and",585.79,3,105.97,"neg"
0,69,34587,0,0,"and",566.44,1,59.25,"neg"
0,64,25999,51,15,"and",803.43,2,101.37,"pos"
1,60,306563,6,44,"ios",910.24,3,92.51,"pos"
1,52,55976,23,5,"and",712.65,2,85.87,"neg"
1,73,38302,74,28,"and",330.55,2,107.09,"pos"
1,49,62675,65,27,"and",837.58,3,90.04,"pos"
0,45,20190,4,41,"and",529.32,1,69.41,"pos"
1,36,216205,11,27,"and",766.6,3,127.1,"pos"
1,27,18064,0,32,"and",786.03,2,71.54,"neg"
0,56,59433,21,8,"and",832.62,1,78.96,"pos"
0,24,253556,0,9,"ios",362.47,4,99.55,"pos"
1,22,79581,18,0,"and",241.87,2,74.01,"pos"
0,69,18836,0,30,"and",683.49,3,89.79,"neg"
1,68,30695,31,7,"ios",838.49,1,76.84,"pos"
1,51,245593,0,22,"and",733.24,5,144.71,"pos"
0,36,19319,0,3,"and",826.63,4,131.19,"neg"
0,69,60447,0,52,"ios",1072.56,1,72.94,"pos"
0,31,22658,54,23,"and",336.69,4,120.09,"pos"
1,38,63754,37,19,"ios",796.86,1,66.6,"pos"
0,63,97575,17,15,"ios",319.34,2,87.27,"pos"
0,27,221527,1,0,"and",782.88,2,93.68,"pos"
0,47,28757,19,25,"and",125.88,2,69.88,"neg"
1,71,25682,33,6,"and",253.65,2,97.22,"neg"
0,28,58532,19,0,"and",553.75,2,96.68,"neg"
0,44,17690,0,12,"and",436.32,2,69.65,"neg"
0,50,106775,27,6,"and",386.4,3,120.62,"neg"
0,37,21668,0,19,"ios",482.96,2,85.06,"pos"
1,47,19061,16,33,"ios",444.72,2,105.67,"pos"
0,73,229902,32,12,"and",740.04,2,67.27,"pos"
0,33,89204,12,8,"ios",1094.61,1,57.67,"pos"
0,32,56610,0,13,"and",268.89,3,81.08,"neg"
1,57,19210,0,46,"and",302.57,1,58.26,"pos"
1,57,75047,12,13,"and",488.31,5,173.08,"neg"
1,58,30845,5,27,"and",621.07,3,85.46,"neg"
1,46,123139,26,13,"ios",937.21,1,67.32,"pos"
0,37,51306,17,26,"and",798.14,1,86.49,"neg"
0,40,317827,36,0,"ios",722,3,100.42,"pos"
1,22,19310,13,0,"and",453.39,1,51.59,"neg"
1,36,173322,66,26,"ios",560.01,4,149.53,"pos"
1,24,22970,28,4,"and",760.48,2,98.81,"neg"
0,70,109977,57,11,"and",165.48,5,174.24,"pos"
1,45,171965,25,21,"ios",485.67,3,77.61,"pos"
0,56,257141,28,16,"and",279.44,1,59.15,"pos"
1,21,86810,10,0,"and",205.03,4,130.06,"neg"
0,62,167538,32,22,"and",364.52,2,83.52,"pos"
1,48,51560,28,7,"and",788.71,2,109.74,"neg"
1,48,16715,29,41,"and",220.02,5,117.36,"neg"
0,38,272456,18,0,"ios",397.03,3,86.37,"pos"
1,61,51791,13,41,"and",106.46,3,85.27,"neg"
1,50,65218,48,6,"ios",908.24,4,151.8,"neg"
0,29,125723,51,11,"and",707.58,2,109.34,"pos"
1,27,45536,67,8,"and",521.46,5,162.89,"neg"
0,63,209848,0,9,"and",178.99,3,86.34,"pos"
0,30,264130,37,10,"and",637.83,4,111.39,"pos"
0,39,27901,0,22,"and",647.5,1,71.97,"neg"
1,30,26714,3,0,"and",698.61,2,79.8,"neg"
0,72,60497,1,25,"and",826.55,2,61.41,"neg"
0,45,39921,0,16,"and",142.78,2,90,"neg"
0,39,75537,0,3,"and",416.26,1,59.81,"neg"
0,56,23253,1,0,"and",287.09,2,83.99,"neg"
0,20,45689,0,9,"and",256.95,1,77.06,"neg"
1,52,22750,24,24,"and",879.65,1,70.18,"neg"
1,37,17691,14,43,"and",553.88,2,69,"pos"
1,73,135908,47,5,"and",704.71,3,115.69,"neg"
0,38,71194,13,10,"and",293.75,4,134.93,"neg"
0,35,40229,30,7,"and",141.83,1,62.42,"neg"
1,34,21085,32,19,"and",322.62,3,121.01,"neg"
1,48,83865,1,5,"and",229.04,3,95.42,"neg"
0,48,22995,3,33,"and",329.94,1,67.67,"pos"
0,44,33379,19,18,"and",800.17,2,82.14,"pos"
1,53,45977,0,2,"and",344.21,1,73.66,"neg"
1,22,17585,24,10,"and",669.05,2,114.46,"neg"
1,59,39426,50,4,"and",233.03,2,100.03,"neg"
1,69,19298,27,38,"and",246.41,3,120.81,"pos"
1,26,61169,31,6,"ios",436.06,4,135.8,"neg"
0,39,338820,48,41,"and",565.6,4,107.1,"pos"
1,58,126379,87,26,"and",217.88,5,177.03,"pos"
1,68,40545,32,9,"and",548.22,1,71.93,"pos"
1,36,278463,56,45,"and",461.49,4,144.78,"pos"
1,76,19465,0,5,"ios",321.58,3,81.75,"neg"
0,47,26198,0,12,"and",819.92,3,81.56,"neg"
1,34,202039,12,5,"and",702.56,3,120.22,"pos"
0,55,171430,22,36,"and",287.62,2,68.59,"pos"
0,72,23164,62,26,"and",811.34,2,89.79,"pos"
